"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"903C30C2D810A53B","electric_bike","2023-08-19 15:41:53","2023-08-19 15:53:36","LaSalle St & Illinois St","13430","Clark St & Elm St","TA1307000039",41.89072133333333,-87.63147666666667,41.902973,-87.63128,"member"
"F2FB18A98E110A2B","electric_bike","2023-08-18 15:30:18","2023-08-18 15:45:25","Clark St & Randolph St","TA1305000030",,,41.884511333333336,-87.63155033333334,41.93,-87.64,"member"
"D0DEC7C94E4663DA","electric_bike","2023-08-30 16:15:08","2023-08-30 16:27:37","Clark St & Randolph St","TA1305000030",,,41.88498083333333,-87.63079266666666,41.91,-87.63,"member"
"E0DDDC5F84747ED9","electric_bike","2023-08-30 16:24:07","2023-08-30 16:33:34","Wells St & Elm St","KA1504000135",,,41.90310483333333,-87.63466683333333,41.9,-87.62,"member"
"7797A4874BA260CA","electric_bike","2023-08-22 15:59:44","2023-08-22 16:20:38","Clark St & Randolph St","TA1305000030",,,41.885547996,-87.632019401,41.89,-87.68,"member"
"DF4DE734EBC4DF66","electric_bike","2023-08-24 12:27:24","2023-08-24 12:54:59","Milwaukee Ave & Fullerton Ave","428",,,41.924669862,-87.700599074,41.91,-87.72,"member"
"EE60FB066E69AFAC","electric_bike","2023-08-31 20:42:14","2023-08-31 20:54:38","Milwaukee Ave & Fullerton Ave","428",,,41.924705505,-87.700618982,41.91,-87.72,"member"
"A115DA6AA13DE5EF","electric_bike","2023-08-17 15:15:51","2023-08-17 15:22:27","Orleans St & Merchandise Mart Plaza","TA1305000022",,,41.887794166666666,-87.6368815,41.9,-87.63,"member"
"86DBB19374245893","electric_bike","2023-08-24 21:37:19","2023-08-24 21:47:22","Milwaukee Ave & Fullerton Ave","428",,,41.924740166666666,-87.7006075,41.91,-87.67,"member"
"2905CBC8B8EE392C","electric_bike","2023-08-28 14:53:38","2023-08-28 14:59:35","Orleans St & Merchandise Mart Plaza","TA1305000022",,,41.8879865,-87.63703933333333,41.89,-87.62,"member"
"DA4DDAAA571886D1","electric_bike","2023-08-30 17:50:35","2023-08-30 17:58:26","Clark St & Ida B Wells Dr","TA1305000009",,,41.875852333333334,-87.63112566666666,41.87,-87.62,"member"
"2C6D8B6F5E037694","electric_bike","2023-08-07 12:10:22","2023-08-07 12:43:34","Clark St & Randolph St","TA1305000030",,,41.884722233,-87.631722689,41.92,-87.68,"member"
"85A0C740FB89F153","electric_bike","2023-08-26 08:05:48","2023-08-26 08:10:08","Sheffield Ave & Kingsbury St","13154",,,41.9105475,-87.6531855,41.91,-87.67,"member"
"1C59F5A47F7708AD","electric_bike","2023-08-26 17:28:09","2023-08-26 17:43:56","Lincoln Ave & Waveland Ave","13253",,,41.94881022,-87.675199389,41.93,-87.69,"member"
"A78CFFD5FBBFA756","electric_bike","2023-08-01 07:51:42","2023-08-01 08:10:31","Clarendon Ave & Junior Ter","13389",,,41.961014666666664,-87.64959016666667,41.93,-87.68,"member"
"50FEE1266160C106","electric_bike","2023-08-30 13:30:19","2023-08-30 13:54:04","Public Rack - Wilbur Wright College South","1280.0",,,41.95836116666667,-87.787428,41.94,-87.75,"member"
"396D88A7B2C6BB83","electric_bike","2023-08-10 17:17:15","2023-08-10 17:26:07","Orleans St & Merchandise Mart Plaza","TA1305000022",,,41.88865933333334,-87.63685833333334,41.91,-87.63,"member"
"3B421654C3BC45BD","electric_bike","2023-08-10 09:58:41","2023-08-10 10:03:39","Wells St & Elm St","KA1504000135",,,41.90310866666667,-87.634588,41.89,-87.63,"member"
"815C632A3844724A","electric_bike","2023-08-29 18:08:26","2023-08-29 18:21:52","Sheffield Ave & Kingsbury St","13154",,,41.91055131,-87.653229713,41.94,-87.67,"member"
"6400344C80D626CA","electric_bike","2023-08-11 14:27:09","2023-08-11 14:34:46","Clark St & Randolph St","TA1305000030","Dearborn Pkwy & Delaware Pl","TA1307000128",41.88497016666667,-87.63143533333333,41.898969,-87.629912,"member"
"B56F0D2EC8B33085","electric_bike","2023-08-26 15:49:38","2023-08-26 16:11:55","Sheffield Ave & Kingsbury St","13154","Sawyer Ave & Irving Park Rd","KA1504000096",41.910697166666665,-87.65320066666666,41.95358617895,-87.7093107999,"member"
"EE2EF7362A4CE72A","electric_bike","2023-08-30 16:00:07","2023-08-30 16:08:24","Orleans St & Merchandise Mart Plaza","TA1305000022","Dearborn Pkwy & Delaware Pl","TA1307000128",41.888366166666664,-87.637318,41.898969,-87.629912,"member"
"82511E5639E5254E","electric_bike","2023-08-10 12:18:27","2023-08-10 12:23:37","Orleans St & Merchandise Mart Plaza","TA1305000022","Dearborn Pkwy & Delaware Pl","TA1307000128",41.887752652,-87.636837244,41.898969,-87.629912,"member"
"56D52B6F72CBF23C","electric_bike","2023-08-15 21:54:01","2023-08-15 21:58:03","Wells St & Elm St","KA1504000135","Dearborn Pkwy & Delaware Pl","TA1307000128",41.903106,-87.63471816666667,41.898969,-87.629912,"member"
"98125D4DFC8E910E","classic_bike","2023-08-09 19:28:02","2023-08-09 19:36:28","Clark St & Randolph St","TA1305000030","Dearborn Pkwy & Delaware Pl","TA1307000128",41.884576228,-87.63188991,41.898969,-87.629912,"member"
"74554645A3C864D8","classic_bike","2023-08-07 20:02:13","2023-08-07 20:13:29","Franklin St & Monroe St","TA1309000007","McClurg Ct & Ohio St","TA1306000029",41.880317,-87.635185,41.892592119709725,-87.61728912591934,"member"
"D1A5A2CD95B55354","classic_bike","2023-08-08 19:27:47","2023-08-08 19:35:26","State St & Randolph St","TA1305000029","McClurg Ct & Ohio St","TA1306000029",41.88462107257936,-87.62783423066139,41.892592119709725,-87.61728912591934,"member"
"30A52971D41B2EBA","classic_bike","2023-08-03 07:15:24","2023-08-03 07:35:12","Calumet Ave & 18th St","13102","Canal St & Jackson Blvd","13138",41.85761755293753,-87.61941075325012,41.877245,-87.639366,"member"
"3DD82369995A32D9","classic_bike","2023-08-08 18:20:17","2023-08-08 18:27:21","Western Ave & Winnebago Ave","13068","Albany Ave & Bloomingdale Ave","15655",41.91552,-87.687022,41.91402671273,-87.705126462,"member"
"53C69F3F5702B4BF","classic_bike","2023-08-13 20:53:07","2023-08-13 21:00:32","Western Ave & Winnebago Ave","13068","Albany Ave & Bloomingdale Ave","15655",41.91552,-87.687022,41.91402671273,-87.705126462,"member"
"7D381C35CF9A6DAD","classic_bike","2023-08-14 18:02:12","2023-08-14 18:09:02","Western Ave & Winnebago Ave","13068","Albany Ave & Bloomingdale Ave","15655",41.91552,-87.687022,41.91402671273,-87.705126462,"member"
"D1AFAC356B798DBF","classic_bike","2023-08-30 16:33:25","2023-08-30 16:43:46","Western Ave & Winnebago Ave","13068","Albany Ave & Bloomingdale Ave","15655",41.91552,-87.687022,41.91402671273,-87.705126462,"member"
"1B6D0B832825AA18","classic_bike","2023-08-22 16:48:39","2023-08-22 16:55:17","Western Ave & Winnebago Ave","13068","Albany Ave & Bloomingdale Ave","15655",41.91552,-87.687022,41.91402671273,-87.705126462,"member"
"74954588C6E9B8B9","classic_bike","2023-08-29 07:41:22","2023-08-29 07:51:13","Calumet Ave & 18th St","13102","Wentworth Ave & Cermak Rd*","chargingstx07",41.85761755293753,-87.61941075325012,41.853214418519656,-87.63187229633331,"member"
"DA22D9280611609B","electric_bike","2023-08-20 01:52:26","2023-08-20 02:34:20","Fort Dearborn Dr & 31st St","TA1307000048","Sheridan Rd & Montrose Ave","TA1307000107",41.83846783333333,-87.608526,41.96167,-87.65464,"member"
"260CED1B50128631","classic_bike","2023-08-25 08:07:54","2023-08-25 08:12:56","Calumet Ave & 18th St","13102","Wentworth Ave & Cermak Rd*","chargingstx07",41.85761755293753,-87.61941075325012,41.853214418519656,-87.63187229633331,"member"
"EB8216BEF3F8394D","classic_bike","2023-08-08 13:16:32","2023-08-08 13:30:31","Wolcott Ave & Polk St","TA1309000064","Artesian Ave & Hubbard St","15664",41.871262,-87.673688,41.8895,-87.688257,"member"
"49D056E3255D4AFB","classic_bike","2023-08-25 11:59:56","2023-08-25 12:20:18","Wolcott Ave & Polk St","TA1309000064","Artesian Ave & Hubbard St","15664",41.871262,-87.673688,41.8895,-87.688257,"member"
"870729893518C65E","classic_bike","2023-08-24 18:58:16","2023-08-24 19:11:42","Larrabee St & North Ave","TA1306000008","Damen Ave & Pierce Ave","TA1305000041",41.91021,-87.6435,41.9093960065,-87.6776919292,"casual"
"19A0A2B906BE732A","electric_bike","2023-08-19 16:30:38","2023-08-19 16:36:35","Western Ave & Winnebago Ave","13068","Damen Ave & Pierce Ave","TA1305000041",41.9154675,-87.68701583333333,41.9093960065,-87.6776919292,"casual"
"5F41076F4A02EA61","electric_bike","2023-08-10 09:00:05","2023-08-10 09:04:43","Franklin St & Monroe St","TA1309000007","Michigan Ave & Washington St","13001",41.880801082,-87.635516882,41.8839840647265,-87.6246839761734,"member"
"6019FEBFCEFF2BF4","classic_bike","2023-08-17 11:31:38","2023-08-17 11:38:27","LaSalle St & Illinois St","13430","Clark St & Randolph St","TA1305000030",41.890762,-87.631697,41.884576228,-87.63188991,"member"
"79528199E9609C85","electric_bike","2023-08-25 18:09:42","2023-08-25 18:13:09","Milwaukee Ave & Rockwell St","13242","Milwaukee Ave & Fullerton Ave","428",41.92019616666666,-87.6926285,41.924691,-87.70055,"member"
"E9306E100C82C6AC","classic_bike","2023-08-26 11:35:02","2023-08-26 11:48:29","Aberdeen St & Monroe St","13156","Sheffield Ave & Kingsbury St","13154",41.880419,-87.655519,41.910522,-87.653106,"member"
"4E51CD06DCCC9276","classic_bike","2023-08-24 19:43:09","2023-08-24 20:00:27","Larrabee St & North Ave","TA1306000008","Sangamon St & Lake St","TA1306000015",41.91021,-87.6435,41.88577925240433,-87.65102460980414,"member"
"CCD83A5AA11EC73A","classic_bike","2023-08-30 13:57:04","2023-08-30 14:02:47","Aberdeen St & Monroe St","13156","Morgan St & Polk St","TA1307000130",41.880419,-87.655519,41.871737,-87.65103,"member"
"2CF790FEA4117C51","classic_bike","2023-08-17 12:42:45","2023-08-17 12:48:21","Aberdeen St & Monroe St","13156","Morgan St & Polk St","TA1307000130",41.880419,-87.655519,41.871737,-87.65103,"member"
"B59776318FF7F482","classic_bike","2023-08-09 19:17:46","2023-08-09 19:41:24","Western Ave & Winnebago Ave","13068","Clark St & Schiller St","TA1309000024",41.91552,-87.687022,41.907993,-87.631501,"member"
"935161EA1ACCDE9C","classic_bike","2023-08-17 14:28:05","2023-08-17 14:32:48","Chicago Ave & Sheridan Rd","E008","Benson Ave & Church St","596",42.050491,-87.677821,42.048214,-87.683485,"member"
"60B28BA77A7F1259","classic_bike","2023-08-14 08:39:16","2023-08-14 08:56:58","Larrabee St & North Ave","TA1306000008","Financial Pl & Ida B Wells Dr","SL-010",41.91021,-87.6435,41.8750236280333,-87.6330940425396,"member"
"907D0C699E36C340","classic_bike","2023-08-15 17:11:37","2023-08-15 17:24:04","Wolcott Ave & Polk St","TA1309000064","Ashland Ave & Augusta Blvd","13248",41.871262,-87.673688,41.899643,-87.6677,"member"
"3CF6D6FF9DB694C2","classic_bike","2023-08-10 08:49:34","2023-08-10 09:09:45","Wolcott Ave & Polk St","TA1309000064","Racine Ave & Congress Pkwy","TA1306000025",41.871262,-87.673688,41.87464,-87.65703,"member"
"E5E688D5965A5F78","classic_bike","2023-08-26 14:10:52","2023-08-26 14:14:32","State St & Randolph St","TA1305000029","Wabash Ave & Adams St","KA1503000015",41.88462107257936,-87.62783423066139,41.87947235235,-87.6256886059,"member"
"CE33B66EE2293FA9","electric_bike","2023-08-11 18:58:53","2023-08-11 19:20:40","Western Ave & Winnebago Ave","13068","Wilton Ave & Belmont Ave","TA1307000134",41.9156115,-87.686979,41.940231918108594,-87.65294373035431,"casual"
"0A9E4F9DB3A432A5","electric_bike","2023-08-02 01:37:05","2023-08-02 01:43:28","Western Ave & Winnebago Ave","13068","Wood St & Webster Ave","TA1307000138",41.91571666666667,-87.68691833333334,41.92105672992757,-87.67279744148254,"casual"
"B8EB41F2727928B8","classic_bike","2023-08-22 07:12:12","2023-08-22 07:22:42","Sheffield Ave & Kingsbury St","13154","Clark St & Wrightwood Ave","TA1305000014",41.910522,-87.653106,41.929546,-87.643118,"member"
"ED28D00096F24E0E","classic_bike","2023-08-28 07:11:33","2023-08-28 07:22:54","Sheffield Ave & Kingsbury St","13154","Clark St & Wrightwood Ave","TA1305000014",41.910522,-87.653106,41.929546,-87.643118,"member"
"A48E1F04BD51B494","classic_bike","2023-08-01 07:22:42","2023-08-01 07:31:53","Sheffield Ave & Kingsbury St","13154","Clark St & Wrightwood Ave","TA1305000014",41.910522,-87.653106,41.929546,-87.643118,"member"
"43D7F8BB3F72462C","classic_bike","2023-08-15 19:45:02","2023-08-15 20:01:52","Clark St & Ida B Wells Dr","TA1305000009","May St & Taylor St","13160",41.8759326655,-87.6305845355,41.8694821,-87.6554864,"member"
"C04CCED2B4844CD6","classic_bike","2023-08-09 08:28:15","2023-08-09 08:57:16","Western Ave & Winnebago Ave","13068","State St & Randolph St","TA1305000029",41.91552,-87.687022,41.88462107257936,-87.62783423066139,"member"
"DD79AB4DA334B31F","classic_bike","2023-08-11 16:57:13","2023-08-11 17:13:16","Western Ave & Winnebago Ave","13068","Ashland Ave & Blackhawk St","13224",41.91552,-87.687022,41.907066,-87.667252,"member"
"3C78F15D51DBD2D9","classic_bike","2023-08-24 22:44:47","2023-08-24 22:51:28","LaSalle St & Illinois St","13430","St. Clair St & Erie St","13016",41.890762,-87.631697,41.89434513742426,-87.62279838323593,"member"
"1A61B192A392A2AC","electric_bike","2023-08-12 02:35:31","2023-08-12 02:50:58","Larrabee St & North Ave","TA1306000008","Elizabeth St & Randolph St","23001",41.910068631,-87.64351213,41.884336,-87.658902,"member"
"FF0626ECCFE6FB19","electric_bike","2023-08-07 12:52:26","2023-08-07 12:59:46","Michigan Ave & Madison St","13036","Wabash Ave & Grand Ave","TA1307000117",41.88202966666667,-87.62502733333334,41.891466,-87.626761,"member"
"2C0BE0890DEAEB8D","classic_bike","2023-08-01 18:40:51","2023-08-01 19:11:20","Halsted St & Maxwell St","TA1309000001","Wabash Ave & Grand Ave","TA1307000117",41.864883,-87.647071,41.891466,-87.626761,"member"
"5FE3D8E3D5AE1698","electric_bike","2023-08-13 18:16:33","2023-08-13 18:27:38","Western Ave & Winnebago Ave","13068","Damen Ave & Wellington Ave","13268",41.91552333333333,-87.68712616666667,41.93588,-87.67842,"member"
"6EB8A1E73CDBECB3","electric_bike","2023-08-05 16:23:26","2023-08-05 16:29:08","Clark St & Schiller St","TA1309000024","DuSable Lake Shore Dr & North Blvd","LF-005",41.907901,-87.63155383333333,41.911722,-87.626804,"casual"
"AB19A79BE801ED29","electric_bike","2023-08-17 15:33:22","2023-08-17 15:44:43","Benson Ave & Church St","596","Central St Metra","E006",42.048189402,-87.683414817,42.063598,-87.69873,"casual"
"FB0A6091EBBEBE15","classic_bike","2023-08-04 23:29:51","2023-08-04 23:35:22","Clark St & Schiller St","TA1309000024","DuSable Lake Shore Dr & North Blvd","LF-005",41.907993,-87.631501,41.911722,-87.626804,"member"
"1F6323DE522911A7","classic_bike","2023-08-21 13:43:10","2023-08-21 13:48:23","Albany Ave & Bloomingdale Ave","15655","Troy St & North Ave","15653",41.91402671273,-87.705126462,41.90976930169,-87.7052804871,"member"
"0397EE8F29F26455","classic_bike","2023-08-15 15:36:27","2023-08-15 15:45:16","Southport Ave & Wrightwood Ave","TA1307000113","Lakeview Ave & Fullerton Pkwy","TA1309000019",41.928773,-87.663913,41.925858,-87.638973,"member"
"87C7CC587D442AAA","classic_bike","2023-08-20 16:29:20","2023-08-20 16:48:47","Elizabeth St & Randolph St","23001","Michigan Ave & Pearson St","13034",41.884336,-87.658902,41.89766,-87.62351,"member"
"BB414325BB8FF7BE","classic_bike","2023-08-02 00:27:56","2023-08-02 00:43:39","State St & Randolph St","TA1305000029","Ogden Ave & Race Ave","13194",41.88462107257936,-87.62783423066139,41.891795,-87.658751,"member"
"C2FE52E7036F1ED8","classic_bike","2023-08-01 08:36:55","2023-08-01 08:45:15","Albany Ave & Bloomingdale Ave","15655","Western Ave & Winnebago Ave","13068",41.91402671273,-87.705126462,41.91552,-87.687022,"member"
"6CD0E22475D61AFC","electric_bike","2023-08-09 08:14:13","2023-08-09 08:18:49","Albany Ave & Bloomingdale Ave","15655","Western Ave & Winnebago Ave","13068",41.914011836,-87.705102324,41.91552,-87.687022,"member"
